,Archipelago,Area (sq km),Common Name,Contact Name,Contact Organization,Country,Data Quality,Eradication End Date,Eradication ID,Eradication Start Date,Human Population,Island Code,Island Name,Latitude,Longitude,OBJECTID,Organization_Website,Primary Baiting Method,Primary Eradication Method,Primary Toxicant,Region,Scientific Name,Secondary Baiting Method,Secondary Eradication Method,Secondary Toxicant,Status (Eradication),Tertiary Eradication Method,Type (Animal),Type (Eradication),Unnamed: 30,Year of Introduction
104,French Polynesia (Gambier Group),0.2604,Polynesian Rat,Wragg; Graham,Pacific Expeditions Ltd.,French Polynesia,Good,2003,238,2003,None,490760,Mangareva Atoll (Tepapuri),-23.004986,-134.947111,195,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South East,Rattus exulans,,,,Failed,,Rodent,Whole Island,,null
105,French Polynesia (Gambier Group),0.0884,Polynesian Rat,Wragg; Graham,Pacific Expeditions Ltd.,French Polynesia,Good,2003,239,2003,None,933060,Mangareva Atoll (Teauaone),-23.001694,-134.956708,196,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South East,Rattus exulans,,,,Failed,,Rodent,Whole Island,,null
106,Pitcairn Islands,0.75,Polynesian Rat,null,null,Pitcairn,Satisfactory,1997,243,1997,None,200030,Ducie,-24.674167,-124.784685,197,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South East,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
107,Bahamas (Exuma Islands),0.2102,Black Rat,Hayes; William,null,Bahamas,Good,1998,244,1998,None,558770,White (Sandy) Cay,23.403305,-75.435847,198,null,Bait Station,Toxicant,Brodifacoum,Caribbean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
108,Kerguelen Islands,2.8809,Black Rat,Dervaux; Antoine,Department of Conservation of Natural Heritage \nFrench Southern and Antarctic Lands,French Southern Territories,Good,2002,245,2002,None,118860,Chateau,-49.495014,69.929138,199,null,Aerial Broadcast,Toxicant,Brodifacoum,Indian Ocean - West,Rattus rattus,,,,Successful,,Rodent,Whole Island,,1800
109,Molene Archipelago,0.0436,Brown / Norway Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,France,Good,1996,258,1996,None,1359540,Enez ar C'hrizienn (Chretien),48.385111,-4.940111,207,null,Hand Broadcast,Toxicant,Bromadiolone,Atlantic Ocean - North,Rattus norvegicus,,Trapping,,Successful,,Rodent,Whole Island,,1908
110,Sept les Archipelago,0.033,Brown / Norway Rat,null,null,France,Good,1951,260,null,None,1239580,Rouzic (Rougic),48.897903,-3.440014,209,null,Hand Broadcast,Toxicant,Strychnine,Atlantic Ocean - North,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1900
111,Cerbicales Islands,0.0541,Black Rat,Thibault; Jean-Claude,null,France,Poor,1991,261,1990,None,1230560,Toro,41.507486,9.378319,210,null,Hand Broadcast,Toxicant,Unknown,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
112,French Polynesia (Gambier Group),0.0453,Polynesian Rat,Wragg; Graham,Pacific Expeditions Ltd.,French Polynesia,Good,2003,262,null,None,1341090,Mangareva Atoll (Motu-o-ari),-23.147944,-135.022097,211,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South East,Rattus exulans,,,,Failed,,Rodent,Whole Island,,null
113,Bermuda (Castle Islands),0.1897,Black Rat,null,null,Bermuda,Satisfactory,2005,263,2005,10-Jan,592960,Nonsuch,32.345778,-64.664653,212,null,Bait Station,Toxicant,Unknown,Atlantic Ocean - North,Rattus rattus,,,,Successful,,Rodent,Incursion Response,,null
114,Chafarinas Archipelago,0.2405,Black Rat,null,null,Spain,Good,2000,264,1999,None,514740,Rey Francisco,35.182028,-2.426322,213,null,Bait Station,Toxicant,Brodifacoum,Mediterranean,Rattus rattus,Aerial Broadcast,,Bromadiolone,Successful,,Rodent,Whole Island,,null
115,Bermuda (Castle Islands),0.1897,Black Rat,null,null,Bermuda,Satisfactory,1985,265,null,10-Jan,592960,Nonsuch,32.345778,-64.664653,214,null,Bait Station,Toxicant,Warfarin,Atlantic Ocean - North,Rattus rattus,,,Diphacinone,Successful,,Rodent,Whole Island,,null
116,Bermuda (Castle Islands),0.1897,Brown / Norway Rat,null,null,Bermuda,Satisfactory,1985,266,null,10-Jan,592960,Nonsuch,32.345778,-64.664653,215,null,Bait Station,Toxicant,Warfarin,Atlantic Ocean - North,Rattus norvegicus,,,Diphacinone,Successful,,Rodent,Whole Island,,null
117,Aldermen Islands,0.23,Polynesian Rat,McFadden; I,NZ Dept. of Conservation,New Zealand,Satisfactory,1992,268,1992,None,299370,Middle Chain,-36.959194,176.085847,216,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
118,Capraia,0.01,Black Rat,null,null,Italy,Satisfactory,2000,269,2000,None,1502880,La Peraiola,43.031945,9.796801,217,null,Bait Station,Toxicant,Brodifacoum,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
119,null,0.0128,Black Rat,null,null,Italy,Satisfactory,2000,270,2000,None,1394890,Isola dei Topi,42.873305,10.423736,218,null,Bait Station,Toxicant,Brodifacoum,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
120,null,0.0655,Black Rat,null,null,Italy,Satisfactory,2000,272,2000,None,666670,Isolotto di Porto Ercole,42.382889,11.209972,219,null,Bait Station,Toxicant,Brodifacoum,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
121,British Virgin Islands,0.0566,Black Rat,Varnham; Karen,Antiguan Racer Conservation Project; Island Resources Foundation,Virgin Islands British,Good,2002,273,2002,None,1084570,Sandy (White),18.437,-64.70918,220,www.irf.org,Bait Station,Toxicant,Brodifacoum,Caribbean,Rattus rattus,Hand Broadcast,,,Successful,,Rodent,Whole Island,,null
122,Pitcairn Islands,4.7605,Polynesian Rat,null,null,Pitcairn,Satisfactory,1998,274,1998,11 - 100,87930,Pitcairn,-25.067111,-130.088347,221,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South East,Rattus exulans,,,,Failed,,Rodent,Whole Island,,null
123,null,0.0161,Black Rat,null,null,Italy,Satisfactory,2001,275,2001,None,1289870,La Scola,42.586222,10.105389,222,null,Bait Station,Toxicant,Brodifacoum,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
124,null,0.1649,Brown / Norway Rat,null,null,United Kingdom,Poor,1997,279,1997,None,643590,Handa,58.372055,-5.1825,224,null,Unknown,Toxicant,Unknown,Atlantic Ocean - North,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1860
125,Bahamas (Exuma Islands),0.2102,House Mouse,null,null,Bahamas,Good,1998,280,1998,None,558770,White (Sandy) Cay,23.403305,-75.435847,225,null,Bait Station,Toxicant,Brodifacoum,Caribbean,Mus musculus,,,,Successful,,Rodent,Whole Island,,null
127,French Polynesia (Gambier Group),0.1149,Polynesian Rat,Wragg; Graham,Pacific Expeditions Ltd.,French Polynesia,Good,2003,289,2003,None,796200,Mangareva Atoll (Mekiro),-23.17168,-134.922111,230,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South East,Rattus exulans,,,,Failed,,Rodent,Whole Island,,null
128,Cook Islands (Suwarrow Atoll),0.1279,Polynesian Rat,Wragg; Graham,Pacific Expeditions Ltd.,Cook Islands,Good,2003,290,2003,None,497490,Suwarrow Atoll (Anchorage),-13.253763,-163.083792,231,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South East,Rattus exulans,Bait Station,,,Successful,,Rodent,Whole Island,,null
129,Hauraki Gulf,0.22,Brown / Norway Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,2002,292,2002,None,526790,Otata (Otatou),-36.697916,174.97668,232,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,Bait Station,,,Successful,,Rodent,Whole Island,,null
130,Hauraki Gulf,0.22,Brown / Norway Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,2001,293,2001,None,526790,Otata (Otatou),-36.697916,174.97668,233,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
131,Hauraki Gulf,0.09,Brown / Norway Rat,Russell; J.,NZ Dept. of Conservation,New Zealand,Satisfactory,2001,294,2001,None,610310,Motuhoropapa,-36.690889,174.965403,234,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
132,Hauraki Gulf,0.09,Brown / Norway Rat,Russell; J.,NZ Dept. of Conservation,New Zealand,Satisfactory,2002,295,2002,None,610310,Motuhoropapa,-36.690889,174.965403,235,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,Bait Station,,,Successful,,Rodent,Whole Island,,null
133,Hauraki Gulf,0.05,Brown / Norway Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,2000,296,2000,None,944840,Tarahiki (Terahiki),-36.792097,175.226277,236,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1998
134,Hauraki Gulf,1.48,Brown / Norway Rat,Galloway; Dave,null,New Zealand,Satisfactory,2002,297,2002,11 - 100,154200,Rakino,-36.721278,174.950819,237,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1920
135,Marquesas,0.0821,Polynesian Rat,null,null,French Polynesia,Good,2009,301,2009,None,969460,Teuaua (Ua-Uka),-8.957097,-139.590903,241,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South East,Rattus exulans,,,,Failed,,Rodent,Whole Island,,null
136,Galapagos Islands,18.13,Black Rat,null,null,Ecuador,Satisfactory,1989,302,1988,None,38720,Pinzn,-0.607944,-90.667097,242,null,Bait Station,Toxicant,Coumatetralyl,Pacific Ocean - North East,Rattus rattus,Hand Broadcast,,Brodifacoum,Failed,,Rodent,Whole Island,,1600
137,New Caledonia Islands,0.4415,House Mouse,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Good,2005,304,2005,None,358800,Surprise,-18.523333,163.05125,243,null,Bait Station,Toxicant,Bromadiolone,Pacific Ocean - South West,Mus musculus,,Trapping,,Successful,,Rodent,Whole Island,,1890
138,New Caledonia Islands,0.4415,Black Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Good,2005,305,2005,None,358800,Surprise,-18.523333,163.05125,244,null,Bait Station,Toxicant,Bromadiolone,Pacific Ocean - South West,Rattus rattus,,Trapping,,Successful,,Rodent,Whole Island,,1890
139,New Caledonia Islands,0.1718,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Satisfactory,1998,311,1998,None,628290,Signal,-22.299611,166.290833,247,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
140,New Caledonia Islands (South Lagoon),0.1879,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Satisfactory,1998,312,1998,None,596350,Redika,-22.52043,166.60668,248,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
141,New Caledonia Islands,0.1716,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Satisfactory,1998,313,1998,None,628640,Ndo,-22.688361,166.965819,249,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
142,New Caledonia Islands (South Lagoon),0.0995,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Satisfactory,1998,314,1998,None,866080,Uatio,-22.714194,166.791652,250,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
143,New Caledonia Islands,0.0686,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Satisfactory,1998,319,1998,None,1079830,Uie,-22.725819,166.91375,251,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
144,New Caledonia Islands,0.06,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Satisfactory,1998,320,1998,None,1161780,Uo,-22.521694,166.765041,252,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
145,Chetwodes Islands,2.42,Polynesian Rat,Brown; Derek & Kerry,NZ Dept. of Conservation; Falkland Conservation,New Zealand,Satisfactory,1994,322,1993,None,126580,Nukuwaiata,-40.90293,174.074583,253,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,Hand Broadcast,Trapping,,Successful,Hunting ,Rodent,Whole Island,,null
146,Rangitoto Islands,0.95,Brown / Norway Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,1999,323,1999,None,181180,Tinui,-40.780014,173.97043,254,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
147,Hen and Chicken Islands,0.8,Polynesian Rat,Hawkins; K.,NZ Dept. of Conservation,New Zealand,Satisfactory,1997,325,1997,None,186010,Coppermine,-35.889194,174.775444,255,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
148,Whangarei Harbour,0.37,House Mouse,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,2001,327,2001,None,417770,Matakohe (Limestone/Whangarei),-35.785013,174.36293,257,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Mus musculus,,,,Failed,,Rodent,Whole Island,,null
149,Hauraki Gulf,0.09,Black Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Good,1994,328,1992,11 - 100,546140,Goat (Hawere),-36.265861,174.8,258,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus rattus,,,,Successful,,Rodent,Whole Island,,1977
150,Nelson Islands,0.06,Black Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,1991,329,1991,None,835230,Haulashore,-41.2675,173.25875,259,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
151,Stewart Islands,0.0736,Black Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,2004,330,2004,None,1035130,Iona,-46.90668,168.123319,260,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus rattus,,,,Successful,,Rodent,Whole Island,,1984
152,Bay of Islands (Black Rocks),1.45,Black Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,1993,332,1993,None,148880,Moturoa,-35.213375,174.089597,261,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus rattus,Bait Station,,,Successful,,Rodent,Whole Island,,null
153,Tuscan Islands,2.7882,Black Rat,null,null,Italy,Satisfactory,2006,341,2005,101 - 1000,121050,Giannutri,42.251652,11.097916,263,null,Bait Station,Toxicant,Unknown,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
154,Montebello Islands,10.2,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,1999,361,1999,None,50110,Hermite,-20.458792,115.544572,283,null,Aerial Broadcast,Toxicant,Brodifacoum,Indian Ocean - East,Rattus rattus,,,,Failed,,Rodent,Whole Island,,null
155,Montebello Islands,1.3553,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,2001,362,2001,None,185130,Bluebell,-20.406278,115.531666,284,null,Aerial Broadcast,Toxicant,Brodifacoum,Indian Ocean - East,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
156,Montebello Islands,10.2,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,1996,363,1996,None,50110,Hermite,-20.458792,115.544572,285,null,Bait Station,Toxicant,Brodifacoum,Indian Ocean - East,Rattus rattus,Other,,,Failed,,Rodent,Whole Island,,null
157,Montebello Islands,0.6783,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,1996,364,1996,None,276950,Campbell,-20.425444,115.540403,286,null,Bait Station,Toxicant,Brodifacoum,Indian Ocean - East,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
158,Montebello Islands,0.2517,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,1996,365,1996,None,500660,Ah Chong,-20.52168,115.542069,287,null,Bait Station,Toxicant,Brodifacoum,Indian Ocean - East,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
159,Montebello Islands,0.471,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,1996,366,1996,None,344870,Primrose,-20.370847,115.513708,288,null,Bait Station,Toxicant,Brodifacoum,Indian Ocean - East,Rattus rattus,,,,Failed,,Rodent,Whole Island,,null
160,Montebello Islands,0.4282,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,1999,367,1999,None,365400,Delta,-20.439194,115.542111,289,null,Bait Station,Toxicant,Brodifacoum,Indian Ocean - East,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
161,Montebello Islands,0.4133,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,1996,368,1996,None,373090,Crocus,-20.421264,115.520833,290,null,Bait Station,Toxicant,Brodifacoum,Indian Ocean - East,Rattus rattus,,,,Failed,,Rodent,Whole Island,,null
162,Montebello Islands,0.214,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,1996,369,1996,None,552740,South East,-20.42293,115.586694,291,null,Bait Station,Toxicant,Brodifacoum,Indian Ocean - East,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
163,Lacepede Islands,0.0446,Black Rat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Satisfactory,1986,371,null,None,1350020,Sandy,-16.873347,122.155847,292,null,Bait Station,Toxicant,Pindone,Indian Ocean - East,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
164,Lowendal Islands,1.4683,House Mouse,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Good,1994,372,1994,None,176380,Varanus,-20.647541,115.571236,293,null,Bait Station,Toxicant,1080,Indian Ocean - East,Mus musculus,,,,Failed,,Rodent,Whole Island,,1993
165,Falkland Islands (Outer; Harpoon; Double Group),0.13,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2001,373,2001,None,814970,Harpoon,-51.84293,-60.526722,294,null,Hand Broadcast,Toxicant,Brodifacoum,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
167,Marlborough Sound,1.42,Polynesian Rat,Cash; W.,null,New Zealand,Satisfactory,1998,381,1997,None,160240,Long,-41.120444,174.278969,297,null,Unknown,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
168,Mauritius Islands,0.26,Black Rat,Merton; D.,NZ Dept. of Conservation,Mauritius,Satisfactory,1992,382,1992,10-Jan,440700,Ile aux Aigrettes,-20.422917,57.720375,298,pestoff.co.nz,Bait Station,Toxicant,Brodifacoum,Indian Ocean - West,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
169,Seychelles,1.01,Black Rat,Merton; D.,NZ Dept. of Conservation,Seychelles,Good,1997,383,1996,11 - 100,224450,Bird,-3.719181,55.205805,299,pestoff.co.nz,Bait Station,Toxicant,Brodifacoum,Indian Ocean - West,Rattus rattus,Hand Broadcast,,,Successful,,Rodent,Whole Island,,1970
170,Rangitoto Islands,0.74,Brown / Norway Rat,Gaze; P.,null,New Zealand,Satisfactory,1999,386,1999,None,217150,Whakaterepapanui,-40.75543,173.995416,301,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
171,Sardinian Islands,3.8494,Black Rat,Sposimo; Paolo,null,Italy,Good,2008,388,2008,10-Jan,99890,Molara,40.867486,9.729125,302,null,Aerial Broadcast,Toxicant,Brodifacoum,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
172,Pontino Islands,1.3788,Black Rat,null,null,Italy,Poor,2007,389,2007,10-Jan,183140,Zannone,40.970805,13.057486,303,null,Bait Station,Toxicant,Unknown,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
